slabinfo - version: 2.1
# name            <active_objs> <num_objs> <objsize> <objperslab> <pagesperslab> : tunables <limit> <batchcount> <sharedfactor> : slabdata <active_slabs> <num_slabs> <sharedavail>
ip6_mrt_cache          0      0    192   21    1 : tunables    0    0    0 : slabdata      0      0      0
PINGv6                 0      0   1344   24    8 : tunables    0    0    0 : slabdata      0      0      0
RAWv6                240    240   1344   24    8 : tunables    0    0    0 : slabdata     10     10      0
UDPLITEv6              0      0   1472   22    8 : tunables    0    0    0 : slabdata      0      0      0
UDPv6                308    308   1472   22    8 : tunables    0    0    0 : slabdata     14     14      0
tw_sock_TCPv6        203    203    280   29    2 : tunables    0    0    0 : slabdata      7      7      0
request_sock_TCPv6      0      0    328   24    2 : tunables    0    0    0 : slabdata      0      0      0
TCPv6                168    168   2560   12    8 : tunables    0    0    0 : slabdata     14     14      0
xt_hashlimit           0      0    120   34    1 : tunables    0    0    0 : slabdata      0      0      0
nf_conncount_rb        0      0     96   42    1 : tunables    0    0    0 : slabdata      0      0      0
nf_conncount_tuple      0      0     72   56    1 : tunables    0    0    0 : slabdata      0      0      0
nf_conntrack_expect      0      0    232   35    2 : tunables    0    0    0 : slabdata      0      0      0
nf_conntrack         650    650    320   25    2 : tunables    0    0    0 : slabdata     26     26      0
fq_flow_cache          0      0    128   32    1 : tunables    0    0    0 : slabdata      0      0      0
ashmem_range_cache    704    704     64   64    1 : tunables    0    0    0 : slabdata     11     11      0
ashmem_area_cache    636    728    312   26    2 : tunables    0    0    0 : slabdata     28     28      0
dm_snap_pending_exception      0      0    128   32    1 : tunables    0    0    0 : slabdata      0      0      0
dm_exception           0      0     32  128    1 : tunables    0    0    0 : slabdata      0      0      0
kcopyd_job             0      0   3384    9    8 : tunables    0    0    0 : slabdata      0      0      0
io                  1488   1600     64   64    1 : tunables    0    0    0 : slabdata     25     25      0
dm_uevent              0      0   2888   11    8 : tunables    0    0    0 : slabdata      0      0      0
wg_peer                0      0   1760   18    8 : tunables    0    0    0 : slabdata      0      0      0
allowedips_node        0      0     72   56    1 : tunables    0    0    0 : slabdata      0      0      0
sd_ext_cdb             0      0     32  128    1 : tunables    0    0    0 : slabdata      0      0      0
bio-160              393    525    192   21    1 : tunables    0    0    0 : slabdata     25     25      0
io_kiocb               0      0    256   32    2 : tunables    0    0    0 : slabdata      0      0      0
bfq_io_cq              0      0    344   23    2 : tunables    0    0    0 : slabdata      0      0      0
bfq_queue              0      0    576   28    4 : tunables    0    0    0 : slabdata      0      0      0
