slabinfo - version: 2.1
# name            <active_objs> <num_objs> <objsize> <objperslab> <pagesperslab> : tunables <limit> <batchcount> <sharedfactor> : slabdata <active_slabs> <num_slabs> <sharedavail>
dm_snap_pending_exception      0      0    128   32    1 : tunables    0    0    0 : slabdata      0      0      0
dm_exception           0      0     32  128    1 : tunables    0    0    0 : slabdata      0      0      0
kcopyd_job             0      0   3384    9    8 : tunables    0    0    0 : slabdata      0      0      0
io                  1600   1600     64   64    1 : tunables    0    0    0 : slabdata     25     25      0
dm_uevent              0      0   2888   11    8 : tunables    0    0    0 : slabdata      0      0      0
wg_peer                0      0   1760   18    8 : tunables    0    0    0 : slabdata      0      0      0
allowedips_node        0      0     72   56    1 : tunables    0    0    0 : slabdata      0      0      0
sd_ext_cdb             0      0     32  128    1 : tunables    0    0    0 : slabdata      0      0      0
bio-160              504    504    192   21    1 : tunables    0    0    0 : slabdata     24     24      0
io_kiocb               0      0    256   32    2 : tunables    0    0    0 : slabdata      0      0      0
bfq_io_cq              0      0    344   23    2 : tunables    0    0    0 : slabdata      0      0      0
bfq_queue              0      0    576   28    4 : tunables    0    0    0 : slabdata      0      0      0
mqueue_inode_cache     30     30   1088   30    8 : tunables    0    0    0 : slabdata      1      1      0
erofs_pcluster-256      0      0   4232    7    8 : tunables    0    0    0 : slabdata      0      0      0
erofs_pcluster-128      0      0   2184   15    8 : tunables    0    0    0 : slabdata      0      0      0
erofs_pcluster-64      0      0   1160   28    8 : tunables    0    0    0 : slabdata      0      0      0
erofs_pcluster-16    140    140    392   20    2 : tunables    0    0    0 : slabdata      7      7      0
erofs_pcluster-4      80     80    200   20    1 : tunables    0    0    0 : slabdata      4      4      0
erofs_pcluster-1     442    442    152   26    1 : tunables    0    0    0 : slabdata     17     17      0
erofs_inode          120    120    784   20    4 : tunables    0    0    0 : slabdata      6      6      0
f2fs_casefolded_name    256    256    256   32    2 : tunables    0    0    0 : slabdata      8      8      0
f2fs_dic_entry       280    280    232   35    2 : tunables    0    0    0 : slabdata      8      8      0
f2fs_cic_entry       256    256     32  128    1 : tunables    0    0    0 : slabdata      2      2      0
f2fs_bio_entry_slab   1360   1360     24  170    1 : tunables    0    0    0 : slabdata      8      8      0
f2fs_bio_iostat_ctx   1536   1536     32  128    1 : tunables    0    0    0 : slabdata     12     12      0
